,Unnamed: 0,EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
381264,23,0,4,27,21500492,Carroll REBOUND (Off:0 Def:1),,9:26,1,4.0,0,0,201960,DeMarre Carroll,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,7:45 PM
381265,24,1,1,28,21500492,DeRozan 24' 3PT Jump Shot (3 PTS) (Lowry 1 AST),,9:13,1,4.0,4,0,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,6 - 7,1,,7:45 PM
381266,25,79,1,29,21500492,,,8:54,1,5.0,0,0,203798,PJ Hairston,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,8 - 7,-1,Hairston 20' Pullup Jump Shot (2 PTS),7:45 PM
381267,26,98,1,30,21500492,Lowry 1' Cutting Layup Shot (2 PTS) (Valanciunas 1 AST),,8:34,1,4.0,4,0,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,8 - 9,1,,7:45 PM
381268,27,1,2,31,21500492,,,8:22,1,5.0,0,0,101107,Marvin Williams,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Williams 25' 3PT Jump Shot,7:46 PM
381269,28,0,4,32,21500492,Lowry REBOUND (Off:0 Def:1),,8:21,1,4.0,0,0,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,7:46 PM
381270,29,1,2,33,21500492,MISS Lowry 24' 3PT Jump Shot,,8:10,1,4.0,0,0,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,7:46 PM
381271,30,0,4,34,21500492,,,8:10,1,5.0,0,0,101107,Marvin Williams,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Williams REBOUND (Off:0 Def:2),7:46 PM
381272,31,1,5,35,21500492,DeRozan STEAL (1 STL),,8:06,1,5.0,4,0,101107,Marvin Williams,CHA,Charlotte,1610612766.0,Hornets,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,Williams Bad Pass Turnover (P1.T1),7:46 PM
381273,32,1,1,36,21500492,Scola  3PT Jump Shot (3 PTS) (Lowry 2 AST),,7:50,1,4.0,4,0,2449,Luis Scola,TOR,Toronto,1610612761.0,Raptors,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,8 - 12,4,,7:46 PM
381274,33,1,9,37,21500492,,,7:42,1,3.0,0,0,1610612766,,,,,,0,,,,,,0,,,,,,,,Hornets Timeout: Regular (Reg.1 Short 0),7:46 PM
381275,34,1,7,41,21500492,,,7:42,1,3.0,0,1,1610612766,,,,,,0,,,,,,0,,,,,,,,Hornets Violation: Delay of game Violation,7:49 PM
381276,35,63,2,42,21500492,,,7:29,1,5.0,0,0,201587,Nicolas Batum,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Batum 16' Fadeaway Jumper,7:49 PM
381277,36,0,4,43,21500492,,,7:28,1,5.0,0,0,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Zeller REBOUND (Off:1 Def:1),7:49 PM
381278,37,1,2,44,21500492,,,7:23,1,5.0,0,0,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Walker 24' 3PT Jump Shot,7:49 PM
381279,38,0,4,45,21500492,Scola REBOUND (Off:2 Def:2),,7:22,1,4.0,0,0,2449,Luis Scola,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,7:49 PM
381280,39,1,5,46,21500492,Lowry Bad Pass Turnover (P1.T2),,7:16,1,4.0,5,0,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,Walker STEAL (2 STL),7:49 PM
381281,40,46,1,47,21500492,,,7:09,1,5.0,5,0,101107,Marvin Williams,CHA,Charlotte,1610612766.0,Hornets,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,10 - 12,2,Williams 1' Running Jump Shot (2 PTS) (Walker 2 AST),7:49 PM
381282,41,1,1,48,21500492,Carroll 24' 3PT Jump Shot (3 PTS) (Valanciunas 2 AST),,6:53,1,4.0,4,0,201960,DeMarre Carroll,TOR,Toronto,1610612761.0,Raptors,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,10 - 15,5,,7:50 PM
381283,42,79,2,49,21500492,,,6:32,1,5.0,0,0,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Walker 14' Pullup Jump Shot,7:50 PM
381284,43,0,4,50,21500492,Valanciunas REBOUND (Off:1 Def:1),,6:32,1,4.0,0,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,7:50 PM
381285,44,1,2,51,21500492,MISS Scola 25' 3PT Jump Shot,,6:25,1,4.0,0,0,2449,Luis Scola,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,7:50 PM
381286,45,0,4,52,21500492,,,6:24,1,5.0,0,0,203798,PJ Hairston,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Hairston REBOUND (Off:0 Def:1),7:50 PM
381287,46,2,6,53,21500492,DeRozan S.FOUL (P1.T1) (S.Corbin),,6:14,1,4.0,5,1,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,,7:50 PM
381288,47,11,3,54,21500492,,,6:14,1,5.0,0,0,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,11 - 15,4,Zeller Free Throw 1 of 2 (5 PTS),7:51 PM
381289,48,12,3,56,21500492,,,6:14,1,5.0,0,0,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,12 - 15,3,Zeller Free Throw 2 of 2 (6 PTS),7:51 PM
381290,49,45,5,59,21500492,Lowry Out of Bounds - Bad Pass Turnover Turnover (P2.T3),,5:56,1,4.0,0,1,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,7:51 PM
381291,50,1,6,60,21500492,Scola P.FOUL (P1.T2) (S.Corbin),,5:48,1,4.0,5,1,2449,Luis Scola,TOR,Toronto,1610612761.0,Raptors,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,,7:52 PM
381292,51,101,1,61,21500492,,,5:42,1,5.0,0,0,201587,Nicolas Batum,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,15 - 15,TIE,Batum 24' 3PT Driving Floating Jump Shot (5 PTS),7:52 PM
381293,52,1,1,62,21500492,Carroll 24' 3PT Jump Shot (6 PTS) (DeRozan 1 AST),,5:18,1,4.0,4,0,201960,DeMarre Carroll,TOR,Toronto,1610612761.0,Raptors,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,0,,,,,,15 - 18,3,,7:53 PM
381294,53,1,1,63,21500492,,,4:58,1,5.0,5,0,101107,Marvin Williams,CHA,Charlotte,1610612766.0,Hornets,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,18 - 18,TIE,Williams 24' 3PT Jump Shot (5 PTS) (Zeller 1 AST),7:53 PM
381295,54,42,1,64,21500492,DeRozan 2' Driving Layup (5 PTS),,4:43,1,4.0,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,18 - 20,2,,7:53 PM
381296,55,2,9,65,21500492,,,4:35,1,3.0,0,0,1610612766,,,,,,0,,,,,,0,,,,,,,,Hornets Timeout: Short (Reg.1 Short 1),7:53 PM
381297,56,0,8,66,21500492,SUB: Ross FOR Carroll,,4:35,1,4.0,4,0,201960,DeMarre Carroll,TOR,Toronto,1610612761.0,Raptors,203082,Terrence Ross,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,,7:54 PM
381298,57,0,8,67,21500492,,,4:35,1,5.0,5,0,101107,Marvin Williams,CHA,Charlotte,1610612766.0,Hornets,1626163,Frank Kaminsky,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,SUB: Kaminsky FOR Williams,7:54 PM
381299,58,2,6,68,21500492,Valanciunas S.FOUL (P1.T3) (M.Davis),,4:22,1,4.0,5,1,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,,7:55 PM
381300,59,11,3,69,21500492,,,4:22,1,5.0,0,0,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Zeller Free Throw 1 of 2,7:55 PM
381301,60,1,4,70,21500492,,,4:22,1,3.0,0,0,1610612766,,,,,,0,,,,,,0,,,,,,,,Hornets Rebound,7:55 PM
381302,61,0,8,71,21500492,SUB: Patterson FOR Scola,,4:22,1,4.0,4,0,2449,Luis Scola,TOR,Toronto,1610612761.0,Raptors,202335,Patrick Patterson,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,,7:55 PM
381303,62,12,3,72,21500492,,,4:22,1,5.0,0,0,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,19 - 20,1,Zeller Free Throw 2 of 2 (7 PTS),7:55 PM
381304,63,79,1,75,21500492,DeRozan 17' Pullup Jump Shot (7 PTS),,4:03,1,4.0,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,19 - 22,3,,7:56 PM
381305,64,1,2,76,21500492,,,3:46,1,5.0,0,0,1626163,Frank Kaminsky,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Kaminsky 25' 3PT Jump Shot,7:56 PM
381306,65,0,4,77,21500492,,,3:45,1,5.0,0,0,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Zeller REBOUND (Off:2 Def:1),7:56 PM
381307,66,1,2,78,21500492,,,3:39,1,5.0,0,0,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Walker 24' 3PT Jump Shot,7:56 PM
381308,67,0,4,79,21500492,,,3:38,1,5.0,0,0,203798,PJ Hairston,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Hairston REBOUND (Off:1 Def:1),7:56 PM
381309,68,97,2,81,21500492,,,3:33,1,5.0,0,0,203798,PJ Hairston,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Hairston 2' Tip Layup Shot,7:56 PM
381310,69,0,4,80,21500492,Lowry REBOUND (Off:0 Def:2),,3:32,1,4.0,0,0,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,7:56 PM
381311,70,45,5,82,21500492,Lowry Out of Bounds - Bad Pass Turnover Turnover (P3.T4),,3:29,1,4.0,0,1,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,7:57 PM
381312,71,0,8,83,21500492,,,3:29,1,5.0,5,0,201587,Nicolas Batum,CHA,Charlotte,1610612766.0,Hornets,203087,Jeremy Lamb,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,SUB: Lamb FOR Batum,7:57 PM
381313,72,0,8,84,21500492,SUB: Biyombo FOR Valanciunas,,3:29,1,4.0,4,0,202685,Jonas Valanciunas,TOR,Toronto,1610612761.0,Raptors,202687,Bismack Biyombo,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,,7:57 PM
381314,73,1,1,86,21500492,,,3:11,1,5.0,5,0,203087,Jeremy Lamb,CHA,Charlotte,1610612766.0,Hornets,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,22 - 22,TIE,Lamb  3PT Jump Shot (3 PTS) (Walker 3 AST),7:58 PM
381315,74,1,2,87,21500492,MISS Patterson 25' 3PT Jump Shot,,2:52,1,4.0,0,0,202335,Patrick Patterson,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,7:58 PM
381316,75,0,4,88,21500492,,,2:51,1,5.0,0,0,203798,PJ Hairston,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Hairston REBOUND (Off:1 Def:2),7:58 PM
381317,76,1,2,89,21500492,,,2:43,1,5.0,0,0,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Walker 8' Jump Shot,7:58 PM
381318,77,0,4,90,21500492,,,2:42,1,5.0,0,0,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Zeller REBOUND (Off:3 Def:1),7:58 PM
381319,78,97,2,91,21500492,,,2:39,1,5.0,0,0,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Zeller 4' Tip Layup Shot,7:58 PM
381320,79,0,4,92,21500492,Biyombo REBOUND (Off:0 Def:1),,2:38,1,4.0,0,0,202687,Bismack Biyombo,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,7:58 PM
381321,80,5,2,93,21500492,MISS DeRozan 2' Layup,,2:33,1,4.0,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,7:58 PM
381322,81,0,4,94,21500492,RAPTORS Rebound,,2:33,1,2.0,0,0,1610612761,,,,,,0,,,,,,0,,,,,,,,,7:58 PM
381323,82,1,9,95,21500492,RAPTORS Timeout: Regular (Full 1 Short 0),,2:33,1,2.0,0,0,1610612761,,,,,,0,,,,,,0,,,,,,,,,7:58 PM
381324,83,0,18,96,21500492,,,2:33,1,,0,1,61,Carl Herrera,,,,,0,,,,,,0,,,,,,,,,7:59 PM
381325,84,0,8,97,21500492,,,2:33,1,5.0,5,0,203798,PJ Hairston,CHA,Charlotte,1610612766.0,Hornets,203148,Brian Roberts,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,SUB: Roberts FOR Hairston,8:00 PM
381326,85,0,8,98,21500492,,,2:33,1,5.0,5,0,203469,Cody Zeller,CHA,Charlotte,1610612766.0,Hornets,201946,Tyler Hansbrough,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,SUB: Hansbrough FOR Zeller,8:00 PM
381327,86,0,8,99,21500492,SUB: Joseph FOR Lowry,,2:33,1,4.0,4,0,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,202709,Cory Joseph,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,,8:01 PM
381328,87,101,2,101,21500492,MISS DeRozan 7' Driving Floating Jump Shot,,2:25,1,4.0,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:01 PM
381329,88,0,4,102,21500492,,,2:24,1,5.0,0,0,1626163,Frank Kaminsky,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Kaminsky REBOUND (Off:0 Def:1),8:01 PM
381330,89,2,5,103,21500492,Patterson STEAL (1 STL),,2:22,1,5.0,4,0,1626163,Frank Kaminsky,CHA,Charlotte,1610612766.0,Hornets,202335,Patrick Patterson,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,Kaminsky Lost Ball Turnover (P1.T2),8:01 PM
381331,90,17,6,104,21500492,,,2:13,1,5.0,0,1,201946,Tyler Hansbrough,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Hornets T.Foul (Def. 3 Sec Hansbrough ) (S.Corbin),8:01 PM
381332,91,16,3,105,21500492,DeRozan Free Throw Technical (8 PTS),,2:13,1,4.0,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,22 - 23,1,,8:01 PM
381333,92,79,1,107,21500492,Joseph 20' Pullup Jump Shot (2 PTS),,2:01,1,4.0,0,0,202709,Cory Joseph,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,22 - 25,3,,8:02 PM
381334,93,1,6,108,21500492,Ross P.FOUL (P1.T4) (M.Boland),,1:52,1,4.0,5,1,203082,Terrence Ross,TOR,Toronto,1610612761.0,Raptors,203148,Brian Roberts,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,,8:02 PM
381335,94,2,6,109,21500492,Ross S.FOUL (P2.PN) (S.Corbin),,1:44,1,4.0,5,1,203082,Terrence Ross,TOR,Toronto,1610612761.0,Raptors,203148,Brian Roberts,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,,8:02 PM
381336,95,11,3,110,21500492,,,1:44,1,5.0,0,0,203148,Brian Roberts,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,23 - 25,2,Roberts Free Throw 1 of 2 (1 PTS),8:03 PM
381337,96,12,3,112,21500492,,,1:44,1,5.0,0,0,203148,Brian Roberts,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,24 - 25,1,Roberts Free Throw 2 of 2 (2 PTS),8:03 PM
381338,97,102,2,114,21500492,MISS Patterson 7' Driving Floating Bank Jump Shot,,1:25,1,4.0,0,0,202335,Patrick Patterson,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:03 PM
381339,98,0,4,115,21500492,,,1:25,1,5.0,0,0,1626163,Frank Kaminsky,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Kaminsky REBOUND (Off:0 Def:2),8:03 PM
381340,99,75,1,116,21500492,,,1:14,1,5.0,0,0,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,26 - 25,-1,Walker 2' Driving Finger Roll Layup (2 PTS),8:03 PM
381341,100,42,1,117,21500492,DeRozan 3' Driving Layup (10 PTS),,1:04,1,4.0,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,26 - 27,1,,8:04 PM
381342,101,79,2,119,21500492,,,0:43,1,5.0,0,0,202689,Kemba Walker,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Walker 19' Pullup Jump Shot,8:04 PM
381343,102,0,4,120,21500492,Biyombo REBOUND (Off:0 Def:2),,0:42,1,4.0,0,0,202687,Bismack Biyombo,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:04 PM
381344,103,66,1,121,21500492,DeRozan 2' Jump Bank Shot (12 PTS),,0:33,1,4.0,0,0,201942,DeMar DeRozan,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,26 - 29,3,,8:04 PM
381345,104,42,2,122,21500492,,,0:19,1,5.0,0,0,203087,Jeremy Lamb,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Lamb 2' Driving Layup,8:04 PM
381346,105,0,4,123,21500492,,,0:19,1,5.0,0,0,201946,Tyler Hansbrough,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Hansbrough REBOUND (Off:1 Def:0),8:05 PM
381347,106,97,2,124,21500492,,,0:16,1,5.0,0,0,201946,Tyler Hansbrough,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Hansbrough 3' Tip Layup Shot,8:05 PM
381348,107,0,4,125,21500492,,,0:15,1,5.0,0,0,1626163,Frank Kaminsky,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Kaminsky REBOUND (Off:1 Def:2),8:05 PM
381349,108,79,1,126,21500492,,,0:02,1,5.0,0,0,203148,Brian Roberts,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,28 - 29,1,Roberts 21' Pullup Jump Shot (4 PTS),8:05 PM
381350,109,102,2,127,21500492,MISS Joseph 31' 3PT Driving Floating Bank Jump Shot,,0:00,1,4.0,0,0,202709,Cory Joseph,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:05 PM
381351,110,0,4,128,21500492,RAPTORS Rebound,,0:00,1,2.0,0,0,1610612761,,,,,,0,,,,,,0,,,,,,,,,8:05 PM
381352,111,0,13,129,21500492,,,0:00,1,0.0,0,0,0,,,,,,0,,,,,,0,,,,,,28 - 29,1,,8:05 PM
381353,112,0,12,131,21500492,,,12:00,2,0.0,0,0,0,,,,,,0,,,,,,0,,,,,,28 - 29,1,,8:08 PM
381354,113,1,6,132,21500492,Ross P.FOUL (P3.T1) (M.Boland),,11:53,2,4.0,5,1,203082,Terrence Ross,TOR,Toronto,1610612761.0,Raptors,201587,Nicolas Batum,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,,8:08 PM
381355,114,0,8,133,21500492,SUB: Johnson FOR Ross,,11:53,2,4.0,4,0,203082,Terrence Ross,TOR,Toronto,1610612761.0,Raptors,201949,James Johnson,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,,8:08 PM
381356,115,5,2,134,21500492,Biyombo BLOCK (1 BLK),,11:42,2,5.0,0,4,201946,Tyler Hansbrough,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,202687,Bismack Biyombo,TOR,Toronto,1610612761.0,Raptors,,,MISS Hansbrough 2' Layup,8:08 PM
381357,116,0,4,135,21500492,,,11:40,2,5.0,0,0,201946,Tyler Hansbrough,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Hansbrough REBOUND (Off:2 Def:0),8:08 PM
381358,117,72,2,136,21500492,,,11:37,2,5.0,0,0,201946,Tyler Hansbrough,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Hansbrough 1' Putback Layup,8:09 PM
381359,118,0,4,137,21500492,,,11:36,2,5.0,0,0,203087,Jeremy Lamb,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Lamb REBOUND (Off:1 Def:0),8:09 PM
381360,119,71,2,138,21500492,,,11:33,2,5.0,0,0,203087,Jeremy Lamb,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Lamb 2' Finger Roll Layup,8:09 PM
381361,120,0,4,139,21500492,Biyombo REBOUND (Off:0 Def:3),,11:33,2,4.0,0,0,202687,Bismack Biyombo,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:09 PM
381362,121,1,2,140,21500492,MISS Lowry 24' 3PT Jump Shot,,11:18,2,4.0,0,0,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:09 PM
381363,122,0,4,141,21500492,,,11:17,2,5.0,0,0,201946,Tyler Hansbrough,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,Hansbrough REBOUND (Off:2 Def:1),8:09 PM
381364,123,58,1,142,21500492,,,10:59,2,5.0,0,0,1626163,Frank Kaminsky,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,30 - 29,-1,Kaminsky 4' Turnaround Hook Shot (2 PTS),8:09 PM
381365,124,1,6,143,21500492,,,10:45,2,5.0,4,1,201946,Tyler Hansbrough,CHA,Charlotte,1610612766.0,Hornets,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,,,Hansbrough P.FOUL (P1.T1) (M.Boland),8:09 PM
381366,125,1,1,145,21500492,Patterson 25' 3PT Jump Shot (3 PTS) (Joseph 1 AST),,10:33,2,4.0,4,0,202335,Patrick Patterson,TOR,Toronto,1610612761.0,Raptors,202709,Cory Joseph,TOR,Toronto,1610612761.0,Raptors,0,,,,,,30 - 32,2,,8:10 PM
381367,126,1,9,146,21500492,,,10:26,2,3.0,0,0,1610612766,,,,,,0,,,,,,0,,,,,,,,Hornets Timeout: Regular (Reg.2 Short 1),8:10 PM
381368,127,79,1,150,21500492,,,10:14,2,5.0,0,0,203087,Jeremy Lamb,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,32 - 32,TIE,Lamb 12' Pullup Jump Shot (5 PTS),8:13 PM
381369,128,47,1,151,21500492,Patterson 11' Turnaround Jump Shot (5 PTS),,9:49,2,4.0,0,0,202335,Patrick Patterson,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,32 - 34,2,,8:13 PM
381370,129,5,7,152,21500492,Biyombo Violation:Kicked Ball (S.Corbin),,9:38,2,4.0,0,1,202687,Bismack Biyombo,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:13 PM
381371,130,101,1,153,21500492,,,9:29,2,5.0,5,0,203148,Brian Roberts,CHA,Charlotte,1610612766.0,Hornets,201587,Nicolas Batum,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,34 - 34,TIE,Roberts 8' Driving Floating Jump Shot (6 PTS) (Batum 2 AST),8:14 PM
381372,131,42,1,154,21500492,Joseph 2' Driving Layup (4 PTS),,9:19,2,4.0,0,0,202709,Cory Joseph,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,34 - 36,2,,8:14 PM
381373,132,2,6,155,21500492,Lowry S.FOUL (P1.T2) (M.Boland),,8:57,2,4.0,5,1,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,1626163,Frank Kaminsky,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,,,,8:14 PM
381374,133,11,3,156,21500492,,,8:57,2,5.0,0,0,1626163,Frank Kaminsky,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,35 - 36,1,Kaminsky Free Throw 1 of 2 (3 PTS),8:15 PM
381375,134,12,3,158,21500492,,,8:57,2,5.0,0,0,1626163,Frank Kaminsky,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,36 - 36,TIE,Kaminsky Free Throw 2 of 2 (4 PTS),8:15 PM
381376,135,1,1,161,21500492,Joseph 19' Jump Shot (6 PTS) (Lowry 3 AST),,8:45,2,4.0,4,0,202709,Cory Joseph,TOR,Toronto,1610612761.0,Raptors,200768,Kyle Lowry,TOR,Toronto,1610612761.0,Raptors,0,,,,,,36 - 38,2,,8:15 PM
381377,136,1,2,162,21500492,,,8:31,2,5.0,0,0,1626163,Frank Kaminsky,CHA,Charlotte,1610612766.0,Hornets,0,,,,,,0,,,,,,,,MISS Kaminsky 25' 3PT Jump Shot,8:15 PM
381378,137,0,4,163,21500492,Joseph REBOUND (Off:0 Def:1),,8:30,2,4.0,0,0,202709,Cory Joseph,TOR,Toronto,1610612761.0,Raptors,0,,,,,,0,,,,,,,,,8:15 PM
